qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
9694,1101,830,9,1,2,1:41.398,1:40.822,1:40.391
9695,1101,815,9,11,3,1:41.756,1:41.131,1:40.495
9696,1101,832,6,55,4,1:42.197,1:41.369,1:41.016
9697,1101,1,131,44,5,1:42.113,1:41.650,1:41.177
9698,1101,4,117,14,6,1:41.720,1:41.370,1:41.253
9699,1101,846,1,4,7,1:42.154,1:41.485,1:41.281
9700,1101,852,213,22,8,1:42.234,1:41.569,1:41.581
9701,1101,840,117,18,9,1:42.524,1:41.576,1:41.611
9702,1101,857,1,81,10,1:42.455,1:41.636,1:41.611
9703,1101,847,131,63,11,1:42.073,1:41.654,\N
9704,1101,839,214,31,12,1:42.622,1:41.798,\N
9705,1101,848,3,23,13,1:42.171,1:41.818,\N
9706,1101,822,51,77,14,1:42.582,1:42.259,\N
9707,1101,858,3,2,15,1:42.242,1:42.395,\N
9708,1101,855,51,24,16,1:42.642,\N,\N
9709,1101,807,210,27,17,1:42.755,\N,\N
9710,1101,825,210,20,18,1:43.417,\N,\N
9711,1101,842,214,10,19,1:44.853,\N,\N
9712,1101,856,213,21,20,\N,\N,\N
9713,1102,815,9,11,1,1:27.713,1:27.328,1:26.841
9714,1102,4,117,14,2,1:28.179,1:27.097,1:27.202
9715,1102,832,6,55,3,1:27.686,1:27.148,1:27.349
9716,1102,825,210,20,4,1:27.809,1:27.673,1:27.767
9717,1102,842,214,10,5,1:28.061,1:27.612,1:27.786
9718,1102,847,131,63,6,1:28.086,1:27.743,1:27.804
9719,1102,844,6,16,7,1:27.713,1:26.964,1:27.861
9720,1102,839,214,31,8,1:27.872,1:27.444,1:27.935
9721,1102,830,9,1,9,1:27.363,1:26.814,\N
9722,1102,822,51,77,10,1:27.864,1:27.564,\N
9723,1102,848,3,23,11,1:28.234,1:27.795,\N
9724,1102,807,210,27,12,1:27.945,1:27.903,\N
9725,1102,1,131,44,13,1:27.846,1:27.975,\N
9726,1102,855,51,24,14,1:28.180,1:28.091,\N
9727,1102,856,213,21,15,1:28.325,1:28.395,\N
9728,1102,846,1,4,16,1:28.394,\N,\N
9729,1102,852,213,22,17,1:28.429,\N,\N
9730,1102,840,117,18,18,1:28.476,\N,\N
9731,1102,857,1,81,19,1:28.484,\N,\N
9732,1102,858,3,2,20,1:28.577,\N,\N
9733,1104,830,9,1,1,1:12.386,1:11.908,1:11.365
9734,1104,4,117,14,2,1:12.886,1:12.107,1:11.449
9735,1104,844,6,16,3,1:12.912,1:12.103,1:11.471
9736,1104,839,214,31,4,1:12.967,1:12.248,1:11.553
9737,1104,832,6,55,5,1:12.717,1:12.210,1:11.630
9738,1104,1,131,44,6,1:12.872,1:12.156,1:11.725
9739,1104,842,214,10,7,1:13.033,1:12.169,1:11.933
9740,1104,847,131,63,8,1:12.769,1:12.151,1:11.964
9741,1104,852,213,22,9,1:12.642,1:12.249,1:12.082
9742,1104,846,1,4,10,1:12.877,1:12.377,1:12.254
9743,1104,857,1,81,11,1:13.006,1:12.395,\N
9744,1104,856,213,21,12,1:13.054,1:12.428,\N
9745,1104,848,3,23,13,1:12.706,1:12.527,\N
9746,1104,840,117,18,14,1:12.722,1:12.623,\N
9747,1104,822,51,77,15,1:13.038,1:12.625,\N
9748,1104,858,3,2,16,1:13.113,\N,\N
9749,1104,825,210,20,17,1:13.270,\N,\N
9750,1104,807,210,27,18,1:13.279,\N,\N
9751,1104,855,51,24,19,1:13.523,\N,\N
9752,1104,815,9,11,20,1:13.850,\N,\N
9753,1105,830,9,1,1,1:13.615,1:12.760,1:12.272
9754,1105,832,6,55,2,1:13.411,1:12.790,1:12.734
9755,1105,846,1,4,3,1:13.295,1:12.776,1:12.792
9756,1105,842,214,10,4,1:13.471,1:13.186,1:12.816
9757,1105,1,131,44,5,1:12.937,1:12.999,1:12.818
9758,1105,840,117,18,6,1:13.766,1:13.082,1:12.994
9759,1105,839,214,31,7,1:13.433,1:13.001,1:13.083
9760,1105,807,210,27,8,1:13.420,1:13.283,1:13.229
9761,1105,4,117,14,9,1:13.747,1:13.098,1:13.507
9762,1105,857,1,81,10,1:13.691,1:13.059,1:13.682
9763,1105,815,9,11,11,1:13.874,1:13.334,\N
9764,1105,847,131,63,12,1:13.326,1:13.447,\N
9765,1105,855,51,24,13,1:13.677,1:13.521,\N
9766,1105,856,213,21,14,1:13.581,1:14.083,\N
9767,1105,852,213,22,15,1:13.862,1:14.477,\N
9768,1105,822,51,77,16,1:13.977,\N,\N
9769,1105,825,210,20,17,1:14.042,\N,\N
9770,1105,848,3,23,18,1:14.063,\N,\N
9771,1105,844,6,16,19,1:14.079,\N,\N
9772,1105,858,3,2,20,1:14.699,\N,\N
9773,1106,830,9,1,1,1:20.851,1:19.092,1:25.858
9774,1106,807,210,27,2,1:22.730,1:20.305,1:27.102
9775,1106,4,117,14,3,1:21.481,1:19.776,1:27.286
9776,1106,1,131,44,4,1:21.554,1:20.426,1:27.627
9777,1106,847,131,63,5,1:21.798,1:20.098,1:27.893
9778,1106,839,214,31,6,1:22.114,1:20.406,1:27.945
9779,1106,846,1,4,7,1:21.998,1:19.347,1:28.046
9780,1106,832,6,55,8,1:22.248,1:19.856,1:29.294
9781,1106,857,1,81,9,1:22.190,1:19.659,1:31.349
9782,1106,848,3,23,10,1:21.938,1:18.725,\N
9783,1106,844,6,16,11,1:21.843,1:20.615,\N
9784,1106,815,9,11,12,1:22.151,1:20.959,\N
9785,1106,840,117,18,13,1:22.677,1:21.484,\N
9786,1106,825,210,20,14,1:22.351,1:21.678,\N
9787,1106,822,51,77,15,1:22.332,1:21.821,\N
9788,1106,852,213,22,16,1:22.746,\N,\N
9789,1106,842,214,10,17,1:22.886,\N,\N
9790,1106,856,213,21,18,1:23.137,\N,\N
9791,1106,858,3,2,19,1:23.337,\N,\N
9792,1106,855,51,24,20,1:23.342,\N,\N
9793,1107,830,9,1,1,1:05.116,1:04.951,1:04.391
9794,1107,844,6,16,2,1:05.577,1:05.087,1:04.439
9795,1107,832,6,55,3,1:05.339,1:04.975,1:04.581
9796,1107,846,1,4,4,1:05.617,1:05.038,1:04.658
9797,1107,1,131,44,5,1:05.673,1:05.188,1:04.819
9798,1107,840,117,18,6,1:05.710,1:05.121,1:04.893
9799,1107,4,117,14,7,1:05.655,1:05.181,1:04.911
9800,1107,807,210,27,8,1:05.740,1:05.362,1:05.090
9801,1107,842,214,10,9,1:05.515,1:05.308,1:05.170
9802,1107,848,3,23,10,1:05.673,1:05.387,1:05.823
9803,1107,847,131,63,11,1:05.686,1:05.428,\N
9804,1107,839,214,31,12,1:05.729,1:05.453,\N
9805,1107,857,1,81,13,1:05.683,1:05.605,\N
9806,1107,822,51,77,14,1:05.763,1:05.680,\N
9807,1107,815,9,11,15,1:05.177,2:06.688,\N
9808,1107,852,213,22,16,1:05.784,\N,\N
9809,1107,855,51,24,17,1:05.818,\N,\N
9810,1107,858,3,2,18,1:05.948,\N,\N
9811,1107,825,210,20,19,1:05.971,\N,\N
9812,1107,856,213,21,20,1:05.974,\N,\N
9813,1108,830,9,1,1,1:29.428,1:27.702,1:26.720
9814,1108,846,1,4,2,1:28.917,1:28.042,1:26.961
9815,1108,857,1,81,3,1:29.874,1:27.845,1:27.092
9816,1108,844,6,16,4,1:29.143,1:28.361,1:27.136
9817,1108,832,6,55,5,1:29.865,1:28.265,1:27.148
9818,1108,847,131,63,6,1:29.412,1:28.782,1:27.155
9819,1108,1,131,44,7,1:29.415,1:28.545,1:27.211
9820,1108,848,3,23,8,1:29.466,1:28.067,1:27.530
9821,1108,4,117,14,9,1:29.949,1:28.368,1:27.659
9822,1108,842,214,10,10,1:29.533,1:28.751,1:27.689
9823,1108,807,210,27,11,1:29.603,1:28.896,\N
9824,1108,840,117,18,12,1:29.448,1:28.935,\N
9825,1108,839,214,31,13,1:29.700,1:28.956,\N
9826,1108,858,3,2,14,1:29.873,1:29.031,\N
9827,1108,822,51,77,15,1:29.798,\N,\N
9828,1108,815,9,11,16,1:29.968,\N,\N
9829,1108,852,213,22,17,1:30.025,\N,\N
9830,1108,855,51,24,18,1:30.123,\N,\N
9831,1108,856,213,21,19,1:30.513,\N,\N
9832,1108,825,210,20,20,1:32.378,\N,\N
9833,1109,1,131,44,1,1:18.577,1:17.427,1:16.609
9834,1109,830,9,1,2,1:18.318,1:17.547,1:16.612
9835,1109,846,1,4,3,1:18.697,1:17.328,1:16.694
9836,1109,857,1,81,4,1:18.464,1:17.571,1:16.905
9837,1109,855,51,24,5,1:18.143,1:17.700,1:16.971
9838,1109,844,6,16,6,1:18.440,1:17.580,1:16.992
9839,1109,822,51,77,7,1:18.775,1:17.563,1:17.034
9840,1109,4,117,14,8,1:18.580,1:17.701,1:17.035
9841,1109,815,9,11,9,1:18.360,1:17.675,1:17.045
9842,1109,807,210,27,10,1:18.695,1:17.652,1:17.186
9843,1109,832,6,55,11,1:18.393,1:17.703,\N
9844,1109,839,214,31,12,1:18.854,1:17.841,\N
9845,1109,817,213,3,13,1:18.906,1:18.002,\N
9846,1109,840,117,18,14,1:18.782,1:18.144,\N
9847,1109,842,214,10,15,1:18.743,1:18.217,\N
9848,1109,848,3,23,16,1:18.917,\N,\N
9849,1109,852,213,22,17,1:18.919,\N,\N
9850,1109,847,131,63,18,1:19.027,\N,\N
9851,1109,825,210,20,19,1:19.206,\N,\N
9852,1109,858,3,2,20,1:19.248,\N,\N
9853,1110,830,9,1,1,1:58.515,1:52.784,1:46.168
9854,1110,844,6,16,2,1:58.300,1:52.017,1:46.988
9855,1110,815,9,11,3,1:58.899,1:52.353,1:47.045
9856,1110,1,131,44,4,1:58.563,1:52.345,1:47.087
9857,1110,832,6,55,5,1:58.688,1:51.711,1:47.152
9858,1110,857,1,81,6,1:58.872,1:51.534,1:47.365
9859,1110,846,1,4,7,1:59.981,1:52.252,1:47.669
9860,1110,847,131,63,8,1:59.035,1:52.605,1:47.805
9861,1110,4,117,14,9,1:58.834,1:52.751,1:47.843
9862,1110,840,117,18,10,1:59.663,1:52.193,1:48.841
9863,1110,852,213,22,11,1:59.044,1:53.148,\N
9864,1110,842,214,10,12,1:59.511,1:53.671,\N
9865,1110,825,210,20,13,2:00.020,1:54.160,\N
9866,1110,822,51,77,14,1:59.484,1:54.694,\N
9867,1110,839,214,31,15,1:59.634,1:56.372,\N
9868,1110,848,3,23,16,2:00.314,\N,\N
9869,1110,855,51,24,17,2:00.832,\N,\N
9870,1110,858,3,2,18,2:01.535,\N,\N
9871,1110,817,213,3,19,2:02.159,\N,\N
9872,1110,807,210,27,20,2:03.166,\N,\N
9873,1111,830,9,1,1,1:20.965,1:18.856,1:10.567
9874,1111,846,1,4,2,1:21.276,1:19.769,1:11.104
9875,1111,847,131,63,3,1:21.345,1:19.620,1:11.294
9876,1111,848,3,23,4,1:20.939,1:19.399,1:11.419
9877,1111,4,117,14,5,1:21.840,1:19.429,1:11.506
9878,1111,832,6,55,6,1:21.321,1:19.929,1:11.754
9879,1111,815,9,11,7,1:21.972,1:19.856,1:11.880
9880,1111,857,1,81,8,1:21.231,1:19.392,1:11.938
9881,1111,844,6,16,9,1:22.019,1:19.600,1:12.665
9882,1111,858,3,2,10,1:22.036,1:20.067,1:16.748
9883,1111,840,117,18,11,1:21.570,1:20.121,\N
9884,1111,842,214,10,12,1:21.735,1:20.128,\N
9885,1111,1,131,44,13,1:21.919,1:20.151,\N
9886,1111,852,213,22,14,1:21.781,1:20.230,\N
9887,1111,807,210,27,15,1:21.891,1:20.250,\N
9888,1111,855,51,24,16,1:22.067,\N,\N
9889,1111,839,214,31,17,1:22.110,\N,\N
9890,1111,825,210,20,18,1:22.192,\N,\N
9891,1111,822,51,77,19,1:22.260,\N,\N
9892,1111,859,213,40,20,1:23.420,\N,\N
9893,1112,832,6,55,1,1:21.965,1:20.991,1:20.294
9894,1112,830,9,1,2,1:21.573,1:20.937,1:20.307
9895,1112,844,6,16,3,1:21.788,1:20.977,1:20.361
9896,1112,847,131,63,4,1:22.148,1:21.382,1:20.671
9897,1112,815,9,11,5,1:21.911,1:21.240,1:20.688
9898,1112,848,3,23,6,1:21.661,1:21.272,1:20.760
9899,1112,857,1,81,7,1:22.106,1:21.527,1:20.785
9900,1112,1,131,44,8,1:21.977,1:21.369,1:20.820
9901,1112,846,1,4,9,1:21.995,1:21.581,1:20.979
9902,1112,4,117,14,10,1:22.043,1:21.543,1:21.417
9903,1112,852,213,22,11,1:21.852,1:21.594,\N
9904,1112,859,213,40,12,1:22.112,1:21.758,\N
9905,1112,807,210,27,13,1:22.343,1:21.776,\N
9906,1112,822,51,77,14,1:22.249,1:21.940,\N
9907,1112,858,3,2,15,1:21.930,1:21.944,\N
9908,1112,855,51,24,16,1:22.390,\N,\N
9909,1112,842,214,10,17,1:22.545,\N,\N
9910,1112,839,214,31,18,1:22.548,\N,\N
9911,1112,825,210,20,19,1:22.592,\N,\N
9912,1112,840,117,18,20,1:22.860,\N,\N
9913,1113,832,6,55,1,1:32.339,1:31.439,1:30.984
9914,1113,847,131,63,2,1:32.331,1:31.743,1:31.056
9915,1113,844,6,16,3,1:32.406,1:32.012,1:31.063
9916,1113,846,1,4,4,1:32.483,1:31.951,1:31.270
9917,1113,1,131,44,5,1:32.651,1:32.019,1:31.485
9918,1113,825,210,20,6,1:32.242,1:31.892,1:31.575
9919,1113,4,117,14,7,1:32.584,1:31.835,1:31.615
9920,1113,839,214,31,8,1:32.369,1:32.089,1:31.673
9921,1113,807,210,27,9,1:32.100,1:31.994,1:31.808
9922,1113,859,213,40,10,1:32.215,1:32.166,1:32.268
9923,1113,830,9,1,11,1:32.398,1:32.173,\N
9924,1113,842,214,10,12,1:32.452,1:32.274,\N
9925,1113,815,9,11,13,1:32.099,1:32.310,\N
9926,1113,848,3,23,14,1:32.668,1:33.719,\N
9927,1113,852,213,22,15,1:31.991,\N,\N
9928,1113,822,51,77,16,1:32.809,\N,\N
9929,1113,857,1,81,17,1:32.902,\N,\N
9930,1113,858,3,2,18,1:33.252,\N,\N
9931,1113,855,51,24,19,1:33.258,\N,\N
9932,1113,840,117,18,20,1:33.397,\N,\N
9933,1114,830,9,1,1,1:29.878,1:29.964,1:28.877
9934,1114,857,1,81,2,1:30.439,1:30.122,1:29.458
9935,1114,846,1,4,3,1:30.063,1:30.296,1:29.493
9936,1114,844,6,16,4,1:30.393,1:29.940,1:29.542
9937,1114,815,9,11,5,1:30.652,1:29.965,1:29.650
9938,1114,832,6,55,6,1:30.651,1:30.067,1:29.850
9939,1114,1,131,44,7,1:30.811,1:30.040,1:29.908
9940,1114,847,131,63,8,1:30.811,1:30.268,1:30.219
9941,1114,852,213,22,9,1:30.733,1:30.204,1:30.303
9942,1114,4,117,14,10,1:30.971,1:30.465,1:30.560
9943,1114,859,213,40,11,1:30.425,1:30.508,\N
9944,1114,842,214,10,12,1:30.843,1:30.509,\N
9945,1114,848,3,23,13,1:30.941,1:30.537,\N
9946,1114,839,214,31,14,1:30.960,1:30.586,\N
9947,1114,825,210,20,15,1:30.976,1:30.665,\N
9948,1114,822,51,77,16,1:31.049,\N,\N
9949,1114,840,117,18,17,1:31.181,\N,\N
9950,1114,807,210,27,18,1:31.299,\N,\N
9951,1114,855,51,24,19,1:31.398,\N,\N
9952,1114,858,3,2,20,\N,\N,\N
9953,1115,830,9,1,1,1:25.007,1:24.483,1:23.778
9954,1115,847,131,63,2,1:25.334,1:24.827,1:24.219
9955,1115,1,131,44,3,1:26.076,1:24.381,1:24.305
9956,1115,4,117,14,4,1:25.223,1:25.241,1:24.369
9957,1115,844,6,16,5,1:25.452,1:25.079,1:24.424
9958,1115,857,1,81,6,1:25.266,1:24.724,1:24.540
9959,1115,842,214,10,7,1:25.566,1:24.918,1:24.553
9960,1115,839,214,31,8,1:25.711,1:24.928,1:24.763
9961,1115,822,51,77,9,1:26.038,1:25.297,1:25.058
9962,1115,846,1,4,10,1:25.131,1:24.685,\N
9963,1115,852,213,22,11,1:26.058,1:25.301,\N
9964,1115,832,6,55,12,1:25.808,1:25.328,\N
9965,1115,815,9,11,13,1:25.991,1:25.462,\N
9966,1115,848,3,23,14,1:26.118,1:25.707,\N
9967,1115,807,210,27,15,1:25.904,1:25.783,\N
9968,1115,858,3,2,16,1:26.210,\N,\N
9969,1115,840,117,18,17,1:26.345,\N,\N
9970,1115,859,213,40,18,1:26.635,\N,\N
9971,1115,825,210,20,19,1:27.046,\N,\N
9972,1115,855,51,24,20,1:27.432,\N,\N
9973,1116,844,6,16,1,1:36.061,1:35.004,1:34.723
9974,1116,846,1,4,2,1:35.110,1:35.441,1:34.853
9975,1116,1,131,44,3,1:35.091,1:35.240,1:34.862
9976,1116,832,6,55,4,1:35.824,1:35.302,1:34.945
9977,1116,847,131,63,5,1:36.165,1:35.606,1:35.079
9978,1116,830,9,1,6,1:35.346,1:35.008,1:35.081
9979,1116,842,214,10,7,1:36.158,1:35.496,1:35.089
9980,1116,839,214,31,8,1:36.131,1:35.413,1:35.154
9981,1116,815,9,11,9,1:35.989,1:35.679,1:35.173
9982,1116,857,1,81,10,1:36.064,1:35.576,1:35.467
9983,1116,852,213,22,11,1:35.913,1:35.697,\N
9984,1116,855,51,24,12,1:36.052,1:35.698,\N
9985,1116,822,51,77,13,1:36.082,1:35.858,\N
9986,1116,825,210,20,14,1:36.009,1:35.880,\N
9987,1116,817,213,3,15,1:36.213,1:35.974,\N
9988,1116,807,210,27,16,1:36.235,\N,\N
9989,1116,4,117,14,17,1:36.268,\N,\N
9990,1116,848,3,23,18,1:36.315,\N,\N
9991,1116,840,117,18,19,1:36.589,\N,\N
9992,1116,858,3,2,20,1:36.827,\N,\N
9993,1117,844,6,16,1,1:18.401,1:17.901,1:17.166
9994,1117,832,6,55,2,1:18.755,1:18.382,1:17.233
9995,1117,830,9,1,3,1:18.099,1:17.625,1:17.263
9996,1117,817,213,3,4,1:18.341,1:17.706,1:17.382
9997,1117,815,9,11,5,1:18.553,1:18.124,1:17.423
9998,1117,1,131,44,6,1:18.677,1:17.571,1:17.454
9999,1117,857,1,81,7,1:18.241,1:17.874,1:17.623
10000,1117,847,131,63,8,1:18.893,1:17.673,1:17.674
10001,1117,822,51,77,9,1:18.429,1:18.016,1:18.032
10002,1117,855,51,24,10,1:19.016,1:18.440,1:18.050
10003,1117,842,214,10,11,1:18.945,1:18.521,\N
10004,1117,807,210,27,12,1:18.969,1:18.524,\N
10005,1117,4,117,14,13,1:18.848,1:18.738,\N
10006,1117,848,3,23,14,1:18.828,1:19.147,\N
10007,1117,852,213,22,15,1:18.890,\N,\N
10008,1117,839,214,31,16,1:19.080,\N,\N
10009,1117,825,210,20,17,1:19.163,\N,\N
10010,1117,840,117,18,18,1:19.227,\N,\N
10011,1117,846,1,4,19,1:21.554,\N,\N
10012,1117,858,3,2,20,\N,\N,\N
10013,1118,830,9,1,1,1:10.436,1:10.162,1:10.727
10014,1118,844,6,16,2,1:10.472,1:10.303,1:11.021
10015,1118,840,117,18,3,1:10.551,1:10.375,1:11.344
10016,1118,4,117,14,4,1:10.557,1:10.237,1:11.387
10017,1118,1,131,44,5,1:10.604,1:10.266,1:11.469
10018,1118,847,131,63,6,1:10.340,1:10.316,1:11.590
10019,1118,846,1,4,7,1:10.623,1:10.021,1:11.987
10020,1118,832,6,55,8,1:10.624,1:10.254,1:11.989
10021,1118,815,9,11,9,1:10.668,1:10.219,1:12.321
10022,1118,857,1,81,10,1:10.519,1:10.330,\N
10023,1118,807,210,27,11,1:10.475,1:10.547,\N
10024,1118,839,214,31,12,1:10.763,1:10.562,\N
10025,1118,842,214,10,13,1:10.793,1:10.567,\N
10026,1118,825,210,20,14,1:10.602,1:10.723,\N
10027,1118,848,3,23,15,1:10.621,1:10.840,\N
10028,1118,852,213,22,16,1:10.837,\N,\N
10029,1118,817,213,3,17,1:10.843,\N,\N
10030,1118,822,51,77,18,1:10.955,\N,\N
10031,1118,858,3,2,19,1:11.035,\N,\N
10032,1118,855,51,24,20,1:11.275,\N,\N
10033,1119,844,6,16,1,1:33.617,1:32.775,1:32.726
10034,1119,832,6,55,2,1:33.851,1:33.338,1:32.770
10035,1119,830,9,1,3,1:34.190,1:33.572,1:33.104
10036,1119,847,131,63,4,1:34.137,1:33.351,1:33.112
10037,1119,842,214,10,5,1:34.272,1:33.494,1:33.239
10038,1119,848,3,23,6,1:34.634,1:33.588,1:33.323
10039,1119,858,3,2,7,1:34.525,1:33.733,1:33.513
10040,1119,822,51,77,8,1:34.305,1:33.809,1:33.525
10041,1119,825,210,20,9,1:34.337,1:33.664,1:33.537
10042,1119,4,117,14,10,1:34.422,1:33.617,1:33.555
10043,1119,1,131,44,11,1:34.307,1:33.837,\N
10044,1119,815,9,11,12,1:34.574,1:33.855,\N
10045,1119,807,210,27,13,1:34.265,1:33.979,\N
10046,1119,840,117,18,14,1:34.504,1:34.199,\N
10047,1119,817,213,3,15,1:34.683,1:34.308,\N
10048,1119,846,1,4,16,1:34.703,\N,\N
10049,1119,839,214,31,17,1:34.834,\N,\N
10050,1119,855,51,24,18,1:34.849,\N,\N
10051,1119,857,1,81,19,1:34.850,\N,\N
10052,1119,852,213,22,20,1:36.447,\N,\N
10053,1120,830,9,1,1,1:24.160,1:23.740,1:23.445
10054,1120,844,6,16,2,1:24.459,1:23.969,1:23.584
10055,1120,857,1,81,3,1:24.487,1:24.278,1:23.782
10056,1120,847,131,63,4,1:24.337,1:24.013,1:23.788
10057,1120,846,1,4,5,1:24.368,1:23.920,1:23.816
10058,1120,852,213,22,6,1:24.286,1:24.207,1:23.968
10059,1120,4,117,14,7,1:24.501,1:24.131,1:24.084
10060,1120,807,210,27,8,1:24.425,1:24.213,1:24.108
10061,1120,815,9,11,9,1:24.209,1:24.116,1:24.171
10062,1120,842,214,10,10,1:24.600,1:24.078,1:24.548
10063,1120,1,131,44,11,1:24.437,1:24.359,
10064,1120,839,214,31,12,1:24.565,1:24.391,
10065,1120,840,117,18,13,1:24.405,1:24.422,
10066,1120,848,3,23,14,1:24.298,1:24.439,
10067,1120,817,213,3,15,1:24.461,1:24.442,
10068,1120,832,6,55,16,1:24.738,,
10069,1120,825,210,20,17,1:24.764,,
10070,1120,822,51,77,18,1:24.788,,
10071,1120,855,51,24,19,1:25.159,,
10072,1120,858,3,2,20,\N,\N,\N
10073,1121,830,9,1,1,1:30.031,1:29.374,1:29.179
10074,1121,844,6,16,2,1:30.243,1:29.165,1:29.407
10075,1121,847,131,63,3,1:30.350,1:29.922,1:29.485
10076,1121,832,6,55,4,1:29.909,1:29.573,1:29.507
10077,1121,815,9,11,5,1:30.221,1:29.932,1:29.537
10078,1121,4,117,14,6,1:30.179,1:29.801,1:29.542
10079,1121,846,1,4,7,1:30.143,1:29.941,1:29.614
10080,1121,857,1,81,8,1:30.531,1:30.122,1:29.683
10081,1121,1,131,44,9,1:30.451,1:29.718,1:29.710
10082,1121,807,210,27,10,1:30.566,1:29.851,1:30.502
10083,1121,852,215,22,11,1:30.481,1:30.129,\N
10084,1121,840,117,18,12,1:29.965,1:30.200,\N
10085,1121,848,3,23,13,1:30.397,1:30.221,\N
10086,1121,817,215,3,14,1:30.562,1:30.278,\N
10087,1121,825,210,20,15,1:30.646,1:30.529,\N
10088,1121,822,15,77,16,1:30.756,\N,\N
10089,1121,855,15,24,17,1:30.757,\N,\N
10090,1121,858,3,2,18,1:30.770,\N,\N
10091,1121,839,214,31,19,1:30.793,\N,\N
10092,1121,842,214,10,20,1:30.948,\N,\N
10093,1122,830,9,1,1,1:28.171,1:28.033,1:27.472
10094,1122,844,6,16,2,1:28.318,1:28.112,1:27.791
10095,1122,815,9,11,3,1:28.638,1:28.467,1:27.807
10096,1122,4,117,14,4,1:28.706,1:28.122,1:27.846
10097,1122,857,1,81,5,1:28.755,1:28.343,1:28.089
10098,1122,846,1,4,6,1:28.805,1:28.479,1:28.132
10099,1122,847,131,63,7,1:28.749,1:28.448,1:28.316
10100,1122,1,131,44,8,1:28.994,1:28.606,1:28.460
10101,1122,852,215,22,9,1:28.988,1:28.564,1:28.547
10102,1122,840,117,18,10,1:28.250,1:28.578,1:28.572
10103,1122,860,6,38,11,1:28.984,1:28.642,
10104,1122,848,3,23,12,1:29.107,1:28.980,
10105,1122,825,210,20,13,1:29.069,1:29.020,
10106,1122,817,215,3,14,1:29.065,1:29.025,
10107,1122,807,210,27,15,1:29.055,,
10108,1122,822,15,77,16,1:29.179,,
10109,1122,839,214,31,17,1:29.475,,
10110,1122,842,214,10,18,1:29.479,,
10111,1122,858,3,2,19,1:29.526,,
10112,1122,855,15,24,20,\N,\N,\N
10113,1123,830,9,1,1,1:16.819,1:16.387,1:15.915
10114,1123,832,6,55,2,1:16.731,1:16.189,1:16.185
10115,1123,815,9,11,3,1:16.805,1:16.631,1:16.274
10116,1123,846,1,4,4,1:17.430,1:16.750,1:16.315
10117,1123,844,6,16,5,1:16.984,1:16.304,1:16.435
10118,1123,857,1,81,6,1:17.369,1:16.601,1:16.572
10119,1123,847,131,63,7,1:17.062,1:16.901,1:16.724
10120,1123,852,215,22,8,1:17.356,1:16.791,1:16.788
10121,1123,840,117,18,9,1:17.376,1:16.780,1:17.072
10122,1123,4,117,14,10,1:16.991,1:16.710,1:17.552
10123,1123,1,131,44,11,1:17.499,1:16.960,\N
10124,1123,848,3,23,12,1:17.130,1:17.167,\N
10125,1123,822,15,77,13,1:17.543,1:17.340,\N
10126,1123,825,210,20,14,1:17.709,1:17.427,\N
10127,1123,839,214,31,15,1:17.617,1:17.697,\N
10128,1123,807,210,27,16,1:17.976,\N,\N
10129,1123,842,214,10,17,1:17.982,\N,\N
10130,1123,817,215,3,18,1:18.085,\N,\N
10131,1123,855,15,24,19,1:18.188,\N,\N
10132,1124,830,9,1,1,1:28.866,1:28.740,1:28.197
10133,1124,815,9,11,2,1:29.303,1:28.752,1:28.263
10134,1124,846,1,4,3,1:29.536,1:28.940,1:28.489
10135,1124,832,6,55,4,1:29.513,1:29.099,1:28.682
10136,1124,4,117,14,5,1:29.254,1:29.082,1:28.686
10137,1124,857,1,81,6,1:29.425,1:29.148,1:28.760
10138,1124,1,131,44,7,1:29.661,1:28.887,1:28.766
10139,1124,844,6,16,8,1:29.338,1:29.196,1:28.786
10140,1124,847,131,63,9,1:29.799,1:29.140,1:29.008
10141,1124,852,215,22,10,1:29.775,1:29.417,1:29.413
10142,1124,817,215,3,11,1:29.727,1:29.472,\N
10143,1124,807,210,27,12,1:29.821,1:29.494,\N
10144,1124,822,15,77,13,1:29.602,1:29.593,\N
10145,1124,848,3,23,14,1:29.963,1:29.714,\N
10146,1124,839,214,31,15,1:29.811,1:29.816,\N
10147,1124,840,117,18,16,1:30.024,\N,\N
10148,1124,842,214,10,17,1:30.119,\N,\N
10149,1124,825,210,20,18,1:30.131,\N,\N
10150,1124,858,3,2,19,1:30.139,\N,\N
10151,1124,855,15,24,20,1:30.143,\N,\N
10152,1125,830,9,1,1,1:34.742,1:33.794,1:33.660
10153,1125,815,9,11,2,1:35.457,1:34.026,1:33.982
10154,1125,4,117,14,3,1:35.116,1:34.652,1:34.148
10155,1125,846,1,4,4,1:34.842,1:34.460,1:34.165
10156,1125,857,1,81,5,1:35.014,1:34.659,1:34.273
10157,1125,844,6,16,6,1:34.797,1:34.399,1:34.289
10158,1125,832,6,55,7,1:34.970,1:34.368,1:34.297
10159,1125,847,131,63,8,1:35.084,1:34.609,1:34.433
10160,1125,807,210,27,9,1:35.068,1:34.667,1:34.604
10161,1125,822,15,77,10,1:35.169,1:34.769,1:34.665
10162,1125,840,117,18,11,1:35.334,1:34.838,\N
10163,1125,817,215,3,12,1:35.443,1:34.934,\N
10164,1125,839,214,31,13,1:35.356,1:35.223,\N
10165,1125,848,3,23,14,1:35.384,1:35.241,\N
